,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,average_normalized : F,P VALUE of : F,average_normalized_of_CONTROL
42,20599.7,17276.5,12494.9,24002.5,19793.3,14593.3,15888.4,13213.5,10043.9,21918.4,18055.3,13251.3,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12494.9,12954.10873942673,15073.745499456574,11967.859325868905,15026.563334611674,11678.510313983206,13352.53682429744,0.7716877105647988,12724.504369713366
43,8535.9,9561.4,7640.1,9756.3,10902.5,8760.4,7826.5,8707.0,7040.3,12142.7,13849.3,10882.1,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7640.1,7776.388767507961,6246.109613674537,6592.108759038955,8324.651918168714,6463.28298649142,7393.967452330067,0.792731723473088,7708.244383753981
44,11428.6,11479.0,11662.2,13741.6,14027.7,14287.9,10488.9,10661.5,11128.9,15033.3,15090.3,15523.1,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11662.2,12683.012770110612,8362.830906036952,8481.735752274319,10306.356056017667,7759.535779481563,9032.945917749614,0.2118065118592541,12172.606385055307
45,4262.4,4405.4,2504.8,4845.5,5076.6,2952.4,3210.8,3261.2,1882.0,4258.4,4408.3,2530.8,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2504.8,2620.771905071744,3118.9936172314983,3069.525276417075,2919.4246525344156,2977.947462577583,2948.6860575559995,0.05244360750176287,2562.785952535872
46,5578.7,4667.8,4245.1,6486.3,5363.2,4842.0,4688.6,3934.7,3562.3,6597.2,5549.6,4975.9,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4245.1,4298.122735522756,4082.1907123801993,3242.8156566363423,4522.83212420159,3155.323731288792,3839.077927745191,0.6408835663169168,4271.611367761378
47,14382.2,16721.5,12367.2,17249.0,20282.1,15216.3,14542.6,17128.7,12994.2,21281.6,25025.5,18703.5,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12367.2,13507.13031403034,10524.115522181603,12263.408306508047,14589.993350877425,11303.343282219788,12946.668316548607,0.996386258838198,12937.16515701517
48,19617.8,19739.7,16174.5,16952.7,16927.3,14021.9,11933.2,11830.6,9837.8,18638.8,18604.1,15293.3,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,33.0,34.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16174.5,12446.891198931542,14355.244224878963,10234.95552367623,12778.173072904958,13343.575958378971,13060.874515641965,0.6232977344102228,14310.695599465771
49,6810.9,6490.4,4215.8,5760.3,5512.0,3576.1,3991.1,3859.0,2480.8,6540.8,6448.1,4014.7,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4215.8,3174.414852231088,4983.84797944867,3332.7863774201073,4484.166064084424,4387.358744067178,4435.762404075801,0.38849432515511445,3695.107426115544
50,22070.7,23407.0,15923.4,23799.0,25077.4,17250.0,19108.7,20648.8,14203.0,26741.0,28856.2,19376.1,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15923.4,15312.395123454677,16150.143681454401,15162.847804991836,18332.78570200611,15822.5850675429,17077.685384774504,0.44527034938480753,15617.897561727339
51,22544.8,26330.5,15682.1,27429.0,32302.2,19032.8,16740.6,19644.6,11835.1,21220.7,24819.1,14660.7,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15682.1,16894.94225540221,16497.06440075091,19531.26489853044,14548.242232772187,17798.80275648047,16173.522494626328,0.9560026163102958,16288.521127701104
52,16070.9,16613.4,9561.1,16723.9,17417.5,10048.0,12266.8,13015.7,7486.1,17631.8,18301.2,10383.3,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9561.1,8919.359200027397,11759.814781148107,10531.351003032423,12087.805652018673,11230.270208105148,11659.03793006191,0.05255553892027542,9240.2296000137
53,10830.2,10701.4,8244.0,13287.2,13170.3,10309.6,10145.3,10145.2,8072.4,14021.8,13896.0,10883.2,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8244.0,9151.575000856135,7924.9541744886865,7963.315752274318,9612.90357714331,7233.896349032494,8423.399963087903,0.8584859413297263,8697.787500428069
54,27425.1,22827.0,14676.2,30671.8,25814.2,16799.5,23997.2,20180.1,13046.2,33847.2,28038.6,18040.4,40.0,38.0,39.0,40.0,38.0,39.0,40.0,37.0,39.0,40.0,38.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14676.2,14912.497500085614,20068.20379409149,15608.347986937253,23204.572163080706,15430.518619934282,19317.545391507494,0.45180655267525505,14794.348750042807
55,7652.7,7537.7,6019.6,8581.9,8614.0,6798.7,6498.2,6420.8,5242.4,9933.7,9765.2,7675.7,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6019.6,6035.0365638163075,5599.831656950893,5208.3856776300445,6810.231230246367,5095.309072654253,5952.77015145031,0.9447912420245119,6027.318281908154
56,4309.9,5629.9,5184.2,4989.5,6451.7,5835.3,3547.0,4657.4,4249.4,4957.7,6619.4,6003.4,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5184.2,5179.850392109859,3153.751546289892,3900.9684091439235,3398.8426638807705,3805.6808506754287,3602.2617572780996,0.08149587474472784,5182.025196054929
57,10645.6,8426.2,6693.2,12492.4,10028.4,7808.2,8303.5,6685.8,5270.9,11845.4,9406.8,7375.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6693.2,6931.144556693263,7789.873885979646,6063.591238628411,8120.832420423439,5695.914311792626,6908.373366108032,0.9496487703941372,6812.172278346632
58,12212.5,12778.7,8683.1,14244.5,14843.9,9906.8,12478.6,13124.6,8767.9,15693.1,16554.8,10984.4,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8683.1,8794.019478784972,8936.446497381681,8975.244504315371,10758.69411391317,8638.102610441769,9698.39836217747,0.531403145165349,8738.559739392487
59,4157.0,4895.1,3110.7,4524.7,5419.2,3470.6,3242.1,3818.5,2474.6,4453.2,5240.2,3378.9,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3110.7,3080.7651313311185,3041.867602015611,3276.6756053184045,3052.9733849958343,3308.973220153341,3180.9733025745877,0.6255782265371,3095.7325656655594
60,46.1,0.0,7.4,51.4,0.0,6.3,56.9,0.0,1.2,66.6,0.0,6.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,0.0,7.4,5.592353001609534,33.733484833514474,0.0,45.65885822346235,0.0,22.829429111731177,0.6045804782263726,6.496176500804767
61,5694.5,6200.4,4113.4,6744.4,7393.6,5000.5,5359.0,5833.8,3898.8,7610.3,8472.6,5710.6,33.0,36.0,33.0,33.0,36.0,33.0,33.0,36.0,32.0,33.0,36.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4113.4,4438.819235642615,4166.926884695188,4470.480653137392,5217.381512582817,4191.32552026287,4704.353516422843,0.5533696029199827,4276.109617821307
62,4470.0,4623.5,2448.7,4827.6,5023.0,2728.2,3419.9,3519.8,1900.2,5076.6,5163.7,2834.3,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2448.7,2421.755152220814,3270.904060863551,3037.1164683928155,3480.3567516100456,3125.377966411099,3302.8673590105723,0.12673196335494663,2435.227576110407
63,18319.1,16520.1,14992.3,19484.1,17506.3,15973.2,15061.2,13893.5,12562.8,20958.4,19164.1,17370.3,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14992.3,14179.011581795145,13404.925857128741,10585.043207371122,14368.417630489694,11167.201588170865,12767.80960933028,0.4526379388137468,14585.655790897572
64,6407.8,7546.9,4354.5,7517.4,8911.9,5129.1,5078.1,6043.4,3428.9,6570.0,7959.6,4485.7,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4354.5,4552.974250881819,4688.88121727102,5388.508511779799,4504.1846625848,5101.5280576852865,4802.856360135043,0.4398558666895541,4453.73712544091
65,11380.6,13729.0,8788.0,12614.8,15368.3,9798.3,9097.4,11298.5,7061.5,13242.4,15996.5,10083.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8788.0,8697.706732646142,8327.707104041103,9292.318738045253,9078.571533609278,9280.483205549472,9179.527369579375,0.10269221498036515,8742.85336632307
66,20649.2,18730.9,13728.8,23171.4,20980.0,15486.9,15577.3,14103.5,10368.3,23319.0,20641.8,15104.3,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13728.8,13747.335190575664,15109.966920264795,12685.387916958245,15986.77049418797,12661.650730193503,14324.210612190736,0.784218790662534,13738.067595287832
67,32327.1,32414.1,19735.0,40938.2,40872.8,25189.4,29635.2,29245.7,18084.4,41532.7,41226.0,25400.6,30.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19735.0,22360.002650594157,23655.22207291769,24713.40911593189,28473.50842248641,21911.17420591457,25192.34131420049,0.4111212066907806,21047.50132529708
68,5513.2,6496.9,5957.0,6274.6,7449.9,6833.0,4119.7,4814.7,4589.5,5393.3,6315.3,5923.5,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5957.0,6065.483819047293,4034.2613575733617,4504.521994401679,3697.4762771261194,4391.752592186929,4044.6144346565243,0.1044199938974003,6011.241909523646
69,5825.9,6214.9,2826.1,6186.0,6486.9,3030.3,4312.4,4728.0,2130.1,5955.9,6323.4,2863.6,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2826.1,2689.921793774186,4263.078292658827,3922.2518054583625,4083.177082479271,4201.127181453085,4142.152131966178,0.004575192153399893,2758.0108968870927
70,6365.5,6727.9,4211.7,7803.8,8305.4,5254.4,5500.1,5831.7,3700.7,6758.6,7119.1,4464.6,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4211.7,4664.199938358275,4657.928366762178,5021.793174714252,4633.482870707097,4547.903194596568,4590.693032651832,0.6210370687323841,4437.949969179137
71,7084.7,7842.9,4546.4,7943.4,8757.7,5188.7,5364.0,5959.8,3494.7,7305.9,8173.2,4627.7,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4546.4,4605.879685627204,5184.2,5295.272724515979,5008.694478900805,5301.617141292442,5155.155810096623,0.14589348270309613,4576.139842813602
72,18514.6,18743.6,11041.5,21355.2,21896.4,13108.5,15810.0,16610.9,9955.9,22707.6,23591.7,13979.1,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11041.5,11636.088781206123,13547.982175674339,13239.481791462562,15567.613948875281,12670.235633442862,14118.924791159072,0.29612814221906025,11338.794390603061
73,29097.6,28320.4,19226.3,32213.6,31480.7,21635.4,21621.6,21112.2,14413.0,28561.7,27865.5,18875.8,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19226.3,19205.205417622685,21292.048769884397,19034.551544203405,19581.000163979952,19143.928660094927,19362.46441203744,0.6235322190429895,19215.752708811342
74,6978.3,8539.8,4227.1,7748.2,9261.5,4635.6,5221.8,6386.7,3094.5,7254.3,8877.7,4294.7,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4227.1,4114.906599089072,5106.342238909198,5599.891334266386,4973.319147304249,5772.705257393209,5373.012202348729,0.1985619176803117,4171.003299544536
75,11386.9,11891.0,9225.3,13487.1,14259.5,10975.3,9174.0,9616.6,7550.4,12664.3,13258.7,10151.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],9225.3,9742.500301359541,8332.317103053058,8621.891754140424,8682.244417408323,8038.038152610442,8360.141285009382,0.11833206767081113,9483.90015067977
76,4421.0,5086.9,3900.2,5293.3,5871.2,4700.3,3761.7,4165.6,3249.5,5157.6,5676.7,4494.1,34.0,31.0,37.0,35.0,31.0,37.0,35.0,30.0,36.0,35.0,30.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3900.2,4172.339176740523,3235.048512992787,3549.9737625379053,3535.8877953953374,3438.625538517707,3487.256666956522,0.12370464417404319,4036.2695883702613
77,10854.0,10145.3,7330.9,12026.2,11293.7,8329.7,8001.9,7357.7,5472.3,10594.1,9646.8,7224.3,29.0,33.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7330.9,7394.067110715387,7942.369726311628,6828.644686260789,7262.980629206946,6857.985742971888,7060.483186089417,0.3714693393183287,7362.483555357693
78,28447.5,27722.0,18401.1,34385.2,33661.5,22862.4,24036.9,23924.3,15961.5,33999.0,33533.2,22336.1,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18401.1,20294.382740317113,20816.3407766031,20353.154688593422,23308.641452544995,18739.424242424244,21024.032847484617,0.596141611862755,19347.741370158554
79,26240.7,27250.2,16172.8,31832.7,33025.1,19826.7,21706.1,22377.1,13242.5,30347.5,31271.5,18706.7,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],16172.8,17599.667501112977,19201.52397984389,19968.360557499414,20805.288287335195,18420.49846659365,19612.89337696442,0.216366506169985,16886.233750556486
80,4393.0,5730.0,2733.7,5153.9,6821.9,3255.7,3856.7,5161.2,2496.0,5334.1,7058.5,3365.6,36.0,39.0,36.0,36.0,38.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2733.7,2890.00375672066,3214.5596284952076,4124.806855609983,3656.8906253719306,3873.3461117196057,3765.118368545768,0.024391338862388885,2811.85187836033
81,20445.1,21031.3,13129.9,25121.4,25811.9,16373.9,18117.6,18509.9,11752.1,25474.8,26130.6,16498.4,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],13129.9,14534.702986199101,14960.617587194938,15606.957310473525,17464.71894100689,14216.66737860533,15840.69315980611,0.4176290693076731,13832.30149309955
82,4590.1,5531.5,3555.9,5067.1,6081.9,3987.3,3571.6,4269.1,2870.8,5408.4,6456.5,4269.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3555.9,3539.4268449710626,3358.786740440668,3677.3718194541634,3707.828360597204,3739.1647499087258,3723.4965552529648,0.023309932586907438,3547.6634224855316
83,9448.4,10370.0,6629.0,11641.2,12484.7,7933.3,8737.9,9571.3,6068.1,12203.2,13674.5,8512.8,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6629.0,7042.192709153796,6913.827724533148,7548.773237695358,8366.128808897236,7009.877692588536,7688.003250742886,0.4167986790898118,6835.596354576898
84,45.9,273.8,0.0,72.9,312.0,0.0,55.2,217.6,0.0,72.0,272.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],0.0,0.0,33.587135658531764,188.6482855143457,49.36092780914849,185.08240233661923,117.22166507288387,0.33407731566691395,0.0
85,13033.2,10056.5,6858.2,15316.6,11941.3,8187.5,10614.1,8151.8,5674.4,14824.2,11498.3,7886.8,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,High,High,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6858.2,7267.839714393343,9536.990336923229,7220.210807091205,10163.003694838599,6797.9590178897415,8480.48135636417,0.5533306106596103,7063.019857196671
86,3527.5,4421.5,3420.6,4735.7,6038.5,4804.5,2767.3,3611.5,2814.3,3655.7,4609.7,3517.1,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3420.6,4264.834920036985,2581.2335737575336,3651.130359225566,2506.2325526653353,2988.830686381891,2747.5316195236132,0.1848239741694653,3842.7174600184926
87,7089.7,7279.1,5248.2,7486.2,7785.7,5618.2,5728.0,6005.2,4366.2,8768.7,9280.5,6695.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5248.2,4987.136132324235,5187.858729374567,4707.560758105901,6011.543995556673,4920.501515151515,5466.0227553540935,0.6373753253191912,5117.668066162118
88,148.6,41.4,82.8,136.0,34.2,78.8,85.0,35.5,42.7,144.2,40.2,76.7,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,82.8,69.9487962741002,108.73743701215294,20.678754373687894,98.85896930665572,27.985432639649506,63.42220097315261,0.7773005679860426,76.3743981370501
